.streams.0.codec_name,.streams.0.codec_type,.streams.0.width,.streams.0.height,.streams.0.pix_fmt,.streams.0.avg_frame_rate,.streams.0.duration,.streams.0.nb_frames,.format.filename,.format.format_name,.format.size,.format.bit_rate,.frame.B,.frame.I,.frame.P
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,012_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",20775145,16603512,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,012_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3722036,2974654,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,012_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",71721177,57319621,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,012_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",10455548,8356082,222,2,76
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,012_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",18308587,14632237,222,2,76
h264,video,910,480,yuv420p,30000/1001,10.01,300,012_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3979351,3180300,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,012_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",37371695,29867488,222,2,76
h264,video,1365,720,yuv420p,30000/1001,10.01,300,012_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6457008,5160445,222,2,76
h264,video,8192,4320,yuv420p,30000/1001,10.01,300,012_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",188627155,150750973,222,2,76
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,012_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",10851485,8672515,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,012_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",17696758,14143263,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,012_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3839233,3068318,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,012_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",32964325,26345114,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,012_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6120309,4891355,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,012_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",102880276,82221998,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,012_mpeg_1K.jpg,image2,278962,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,012_mpeg_2K.jpg,image2,415801,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,012_mpeg_480p.jpg,image2,97135,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,012_mpeg_4K.jpg,image2,704933,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,012_mpeg_720p.jpg,image2,171388,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,012_mpeg_8K.jpg,image2,1924413,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,012_png_1K.png,png_pipe,16406894,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,012_png_2K.png,png_pipe,29208315,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,012_png_480p.png,png_pipe,3245681,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,012_png_4K.png,png_pipe,65468840,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,012_png_720p.png,png_pipe,7307224,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,012_png_8K.png,png_pipe,259651735,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,012_webp_1K.webp,webp_pipe,279600,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,012_webp_2K.webp,webp_pipe,425762,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,012_webp_480p.webp,webp_pipe,75222,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,012_webp_4K.webp,webp_pipe,757878,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,012_webp_720p.webp,webp_pipe,145878,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,012_webp_8K.webp,webp_pipe,1944928,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,013_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5576145,4456459,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,013_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",11313981,9042142,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,013_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2369022,1893324,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,013_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26712043,21348286,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,013_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3477786,2779449,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,013_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",95542145,76357358,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,013_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",14093220,11263312,222,2,76
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,013_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",28318811,22632416,222,2,76
h264,video,910,480,yuv420p,30000/1001,10.01,300,013_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6831741,5459932,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,013_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",63589907,50821104,222,2,76
h264,video,1365,720,yuv420p,30000/1001,10.01,300,013_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9112939,7283068,222,2,76
h264,video,8192,4320,yuv420p,30000/1001,10.01,300,013_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",202740404,162030292,118,2,180
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,013_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",13170219,10525649,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,013_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26198534,20937889,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,013_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6740838,5387283,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,013_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",58832146,47018698,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,013_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9102915,7275056,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,013_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",199427477,159382599,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,013_mpeg_1K.jpg,image2,298238,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,013_mpeg_2K.jpg,image2,445374,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,013_mpeg_480p.jpg,image2,101364,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,013_mpeg_4K.jpg,image2,775747,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,013_mpeg_720p.jpg,image2,163946,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,013_mpeg_8K.jpg,image2,2123080,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,013_png_1K.png,png_pipe,16502754,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,013_png_2K.png,png_pipe,29353592,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,013_png_480p.png,png_pipe,3271773,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,013_png_4K.png,png_pipe,65719117,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,013_png_720p.png,png_pipe,7357373,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,013_png_8K.png,png_pipe,259818056,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,013_webp_1K.webp,webp_pipe,311938,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,013_webp_2K.webp,webp_pipe,493270,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,013_webp_480p.webp,webp_pipe,82740,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,013_webp_4K.webp,webp_pipe,893254,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,013_webp_720p.webp,webp_pipe,161898,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,013_webp_8K.webp,webp_pipe,2433300,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,014_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5979810,4779068,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,014_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",10926984,8732854,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,014_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2594266,2073339,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,014_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",24175385,19320987,0,2,298
av1,video,1365,720,yuv420p,30000/1001,10.01,300,014_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",4030791,3221411,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,014_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",86860935,69419328,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,014_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",12753785,10192835,115,2,183
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,014_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",25682393,20525389,84,2,214
h264,video,910,480,yuv420p,30000/1001,10.01,300,014_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6537690,5224927,197,2,101
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,014_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",57974863,46333556,54,2,244
h264,video,1365,720,yuv420p,30000/1001,10.01,300,014_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8435808,6741904,163,2,135
h264,video,8192,4320,yuv420p,30000/1001,10.01,300,014_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",191127296,152749087,60,32,208
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,014_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",13276642,10610702,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,014_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26589029,21249973,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,014_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6835361,5462825,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,014_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",60353911,48234893,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,014_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8933887,7139969,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,014_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",204915856,163768915,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,014_mpeg_1K.jpg,image2,344856,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,014_mpeg_2K.jpg,image2,511250,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,014_mpeg_480p.jpg,image2,115848,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,014_mpeg_4K.jpg,image2,911616,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,014_mpeg_720p.jpg,image2,203911,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,014_mpeg_8K.jpg,image2,2278819,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,014_png_1K.png,png_pipe,16356144,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,014_png_2K.png,png_pipe,29094821,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,014_png_480p.png,png_pipe,3243853,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,014_png_4K.png,png_pipe,65252821,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,014_png_720p.png,png_pipe,7289725,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,014_png_8K.png,png_pipe,257211629,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,014_webp_1K.webp,webp_pipe,317148,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,014_webp_2K.webp,webp_pipe,487898,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,014_webp_480p.webp,webp_pipe,89142,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,014_webp_4K.webp,webp_pipe,838712,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,014_webp_720p.webp,webp_pipe,168640,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,014_webp_8K.webp,webp_pipe,2025186,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,015_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5385228,4303878,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,015_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",10870290,8687544,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,015_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2301013,1838971,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,015_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",24743224,19774804,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,015_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3481917,2782750,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,015_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",89206490,71293898,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,015_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",14577559,11650396,217,2,81
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,015_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",29199570,23336319,209,2,89
h264,video,910,480,yuv420p,30000/1001,10.01,300,015_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6816034,5447379,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,015_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",65649207,52466898,206,2,92
h264,video,1365,720,yuv420p,30000/1001,10.01,300,015_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9246224,7389589,221,2,77
h264,video,8192,4320,yuv420p,30000/1001,10.01,300,015_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",207963042,166204229,210,5,85
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,015_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",13120710,10486081,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,015_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26251935,20980567,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,015_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6748750,5393606,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,015_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",59084181,47220124,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,015_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9125379,7293010,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,015_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",198899186,158960388,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,015_mpeg_1K.jpg,image2,335477,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,015_mpeg_2K.jpg,image2,482793,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,015_mpeg_480p.jpg,image2,106024,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,015_mpeg_4K.jpg,image2,878836,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,015_mpeg_720p.jpg,image2,177095,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,015_mpeg_8K.jpg,image2,2352578,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,015_png_1K.png,png_pipe,16238765,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,015_png_2K.png,png_pipe,28910011,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,015_png_480p.png,png_pipe,3215899,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,015_png_4K.png,png_pipe,64812809,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,015_png_720p.png,png_pipe,7233770,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,015_png_8K.png,png_pipe,256799095,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,015_webp_1K.webp,webp_pipe,345308,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,015_webp_2K.webp,webp_pipe,576336,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,015_webp_480p.webp,webp_pipe,80664,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,015_webp_4K.webp,webp_pipe,1114296,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,015_webp_720p.webp,webp_pipe,167662,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,015_webp_8K.webp,webp_pipe,3519688,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,016_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",5265913,4208521,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,016_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9785525,7820599,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,016_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2413801,1929111,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,016_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",20859184,16670676,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,016_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3536022,2825991,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,016_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",92241163,73719211,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,016_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",13652988,10911478,222,2,76
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,016_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",27779261,22201207,222,2,76
h264,video,910,480,yuv420p,30000/1001,10.01,300,016_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6712970,5365010,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,016_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",60624555,48451192,222,2,76
h264,video,1365,720,yuv420p,30000/1001,10.01,300,016_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9006919,7198336,222,2,76
h264,video,8192,4320,yuv444p,30000/1001,10.01,300,016_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",196629051,157146094,221,3,76
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,016_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",13241420,10582553,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,016_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26481057,21163681,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,016_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6635933,5303442,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,016_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",59190550,47305134,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,016_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8663432,6923821,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,016_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",196700233,157202983,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,016_mpeg_1K.jpg,image2,344370,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,016_mpeg_2K.jpg,image2,537089,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,016_mpeg_480p.jpg,image2,106575,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,016_mpeg_4K.jpg,image2,924060,-1,0,1,0
mjpeg,video,1366,911,yuvj444p,25-Jan,0.04,1,016_mpeg_720p.jpg,image2,194892,-1,0,1,0
mjpeg,video,8192,5464,yuvj444p,25-Jan,0.04,1,016_mpeg_8K.jpg,image2,2548261,-1,0,1,0
png,video,2048,1366,rgb48be,25-Jan,0.04,1,016_png_1K.png,png_pipe,15999735,-1,0,1,0
png,video,2732,1822,rgb48be,25-Jan,0.04,1,016_png_2K.png,png_pipe,28512765,-1,0,1,0
png,video,910,607,rgb48be,25-Jan,0.04,1,016_png_480p.png,png_pipe,3161183,-1,0,1,0
png,video,4096,2732,rgb48be,25-Jan,0.04,1,016_png_4K.png,png_pipe,64170973,-1,0,1,0
png,video,1366,911,rgb48be,25-Jan,0.04,1,016_png_720p.png,png_pipe,7116577,-1,0,1,0
png,video,8192,5464,rgb48be,25-Jan,0.04,1,016_png_8K.png,png_pipe,256299979,-1,0,1,0
webp,video,2048,1366,yuv420p,25-Jan,0.04,1,016_webp_1K.webp,webp_pipe,393674,-1,0,1,0
webp,video,2732,1822,yuv420p,25-Jan,0.04,1,016_webp_2K.webp,webp_pipe,667374,-1,0,1,0
webp,video,910,607,yuv420p,25-Jan,0.04,1,016_webp_480p.webp,webp_pipe,88706,-1,0,1,0
webp,video,4096,2732,yuv420p,25-Jan,0.04,1,016_webp_4K.webp,webp_pipe,1323370,-1,0,1,0
webp,video,1366,911,yuv420p,25-Jan,0.04,1,016_webp_720p.webp,webp_pipe,186194,-1,0,1,0
webp,video,8192,5464,yuv420p,25-Jan,0.04,1,016_webp_8K.webp,webp_pipe,4073586,-1,0,1,0
av1,video,2048,1080,yuv420p,30000/1001,10.01,300,017_av1_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",4973703,3974987,0,1,299
av1,video,2731,1440,yuv420p,30000/1001,10.01,300,017_av1_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",11462685,9160987,0,1,299
av1,video,910,480,yuv420p,30000/1001,10.01,300,017_av1_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",2427887,1940369,0,1,299
av1,video,4096,2160,yuv420p,30000/1001,10.01,300,017_av1_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26476216,21159812,0,1,299
av1,video,1365,720,yuv420p,30000/1001,10.01,300,017_av1_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",3038326,2428232,0,1,299
av1,video,8192,4320,yuv420p,30000/1001,10.01,300,017_av1_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",99392422,79434503,0,1,299
h264,video,2048,1080,yuv420p,30000/1001,10.01,300,017_h264_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",14046067,11225627,222,2,76
h264,video,2731,1440,yuv420p,30000/1001,10.01,300,017_h264_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",28255664,22581949,222,2,76
h264,video,910,480,yuv420p,30000/1001,10.01,300,017_h264_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6423397,5133584,222,2,76
h264,video,4096,2160,yuv420p,30000/1001,10.01,300,017_h264_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",63383668,50656278,222,2,76
h264,video,1365,720,yuv420p,30000/1001,10.01,300,017_h264_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",9072018,7250364,222,2,76
h264,video,8192,4320,yuv444p,30000/1001,10.01,300,017_h264_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",206043955,164670493,219,3,78
hevc,video,2048,1080,yuv420p,30000/1001,10.01,300,017_hevc_1K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",13169833,10525341,222,2,76
hevc,video,2732,1440,yuv420p,30000/1001,10.01,300,017_hevc_2K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",26255617,20983510,222,2,76
hevc,video,910,480,yuv420p,30000/1001,10.01,300,017_hevc_480p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",6479663,5178551,222,2,76
hevc,video,4096,2160,yuv420p,30000/1001,10.01,300,017_hevc_4K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",59254154,47355967,222,2,76
hevc,video,1366,720,yuv420p,30000/1001,10.01,300,017_hevc_720p.mp4,"mov,mp4,m4a,3gp,3g2,mj2",8891345,7105970,222,2,76
hevc,video,8192,4320,yuv420p,30000/1001,10.01,300,017_hevc_8K.mp4,"mov,mp4,m4a,3gp,3g2,mj2",198566007,158694111,222,2,76
mjpeg,video,2048,1366,yuvj444p,25-Jan,0.04,1,017_mpeg_1K.jpg,image2,221112,-1,0,1,0
mjpeg,video,2732,1822,yuvj444p,25-Jan,0.04,1,017_mpeg_2K.jpg,image2,326119,-1,0,1,0
mjpeg,video,910,607,yuvj444p,25-Jan,0.04,1,017_mpeg_480p.jpg,image2,73739,-1,0,1,0
mjpeg,video,4096,2732,yuvj444p,25-Jan,0.04,1,017_mpeg_4K.jpg,image2,581462,-1,0,1,0
